gene_symbol,ENSEMBL_ID,IBD,IBD.1,non.IBD,non.IBD.1,non.IBD.2,IBD.2,IBD.3,non.IBD.3,IBD.4,non.IBD.4
GLCE,ENSG00000138604,1661.642013,2576.356055,3141.805175,1790.499896,2389.026805,1489.06557,2023.905213,1693.349012,966.3460815,1650.245553
PAQR5,ENSG00000137819,360.9451711,886.3173112,4806.278134,2009.072625,3051.608457,811.4427149,489.5535793,2381.358655,285.3442006,3261.114313
KIF23,ENSG00000137807,834.7755851,608.3504125,197.9373249,422.9232613,496.9362396,541.2459285,733.5483345,363.751322,327.9987461,295.3259395
RPLP1,ENSG00000137818,9290.383578,8402.542251,5211.149935,10076.80167,6635.731923,8122.098351,6683.266596,9169.304754,8848.611912,6341.453355
TLE3,ENSG00000140332,2249.795698,1420.013757,3379.329965,4343.010198,2806.639889,3972.830351,2361.744105,3668.691905,4947.927273,4744.903427
MIR629,ENSG00000207965,0,0,1.799430226,0,1.749775492,3.409423172,0,0,0,0
UACA,ENSG00000137831,2292.217541,3122.759559,4208.867299,2036.019948,3637.783247,2551.953244,3519.155123,2301.679794,1757.661442,2251.636557
LARP6,ENSG00000166173,31.63662855,9.530293668,0,50.15196196,41.4113533,116.7727436,31.28137887,61.66450983,29.4169279,12.52897925
THAP10,ENSG00000129028,89.87678564,71.47720251,104.3669531,73.35660107,48.99371377,50.28899178,84.45972295,69.97882576,29.4169279,48.32606282
LRRC49,ENSG00000137821,140.2077856,71.47720251,140.3555576,125.7541733,163.3123792,167.9140912,67.25496457,160.7434414,63.24639499,93.07241729
CT62,ENSG00000225362,17.25634284,11.11867595,7.197720905,10.47951444,30.91270035,5.114134758,4.692206831,19.40007051,2.94169279,28.63766686
THSD4,ENSG00000187720,1064.860156,644.8832049,3131.008594,2594.42836,3199.756116,1087.605992,1628.19577,2814.395943,463.3166144,2699.100101
NR2E3,ENSG00000278570,5.033099996,1.588382278,8.997151131,12.72512468,25.08011538,7.671202136,6.256275774,3.464298305,0,17.89854179
MYO9A,ENSG00000066933,2013.959013,1699.569038,3023.04278,1641.541083,2302.121289,2055.029817,1801.807423,1797.97082,1466.433856,2534.433517
SENP8,ENSG00000166192,62.55424281,69.88882023,149.3527088,53.14610894,110.235856,52.84605916,90.71599873,83.83601898,38.24200627,148.5578968
PARP6,ENSG00000137817,720.4523137,665.5321745,392.2757893,623.5311091,465.4402808,979.3568061,347.2233055,558.4448868,778.077743,508.3185867
CELF6,ENSG00000140488,30.19859998,6.353529112,82.77379041,86.08172575,85.73899909,34.94658751,10.9484826,56.8144922,14.70846395,96.65212564
HEXA,ENSG00000213614,2379.21827,2573.17929,2357.253596,2445.469548,2169.72161,2602.242236,2050.494385,2175.579336,2332.762383,2149.614868
TMEM202,ENSG00000187806,0,0,0,0,0,0,0,0,0,0
ARIH1,ENSG00000166233,2218.878084,2511.232382,3298.355605,3656.602003,2660.825264,3921.689003,2427.435,3758.070801,3765.366771,2699.100101
MIR630,ENSG00000283798,5.752114281,7.94191139,7.197720905,17.21634515,9.332135955,11.9329811,1.564068944,8.314315932,2.94169279,0
GOLGA6B,ENSG00000215186,0.719014285,0,0,0,0,0.852355793,6.256275774,2.771438644,1.470846395,0
HIGD2B,ENSG00000175202,3.595071426,6.353529112,0,3.742683728,3.499550983,0.852355793,9.384413661,6.92859661,0,10.73912507
BBS4,ENSG00000140463,315.6472712,206.4896961,284.3099757,280.7012796,274.1314937,305.1433739,243.9947552,178.7577925,223.568652,236.2607516
ADPGK,ENSG00000159322,1484.764499,1359.65523,1104.850159,1400.512251,1115.773505,1687.66447,1579.709633,1162.618511,2904.92163,1066.75309
NEO1,ENSG00000067141,6517.145481,5756.297376,17251.13758,8305.76373,11699.5822,3303.731053,6828.725008,9084.083015,2678.411285,11220.59585
HCN4,ENSG00000138622,4.314085711,6.353529112,0,56.88879267,8.165618961,10.22826952,9.384413661,20.78578983,11.76677116,25.0579585
NPTN,ENSG00000156642,2745.915555,4174.268627,5391.092958,4078.02819,4337.110185,2722.424403,3625.511811,3319.490636,3374.12163,4542.649905
CD276,ENSG00000103855,1362.53207,2001.36167,815.1418925,1260.53588,1144.93643,1093.572482,1845.601353,1425.212323,2410.717241,1211.731279
TBC1D21,ENSG00000167139,0,0,0,0,0,0,0,0,0,0
LOXL1,ENSG00000129038,189.100757,30.17926328,3.598860452,215.5785827,143.4815903,296.6198159,54.74241302,287.5367593,158.8514107,17.89854179
STOML1,ENSG00000067221,373.168414,395.5071872,228.5276387,200.6078478,243.2187933,300.8815949,356.6077191,247.350899,280.9316614,315.0143354
PML,ENSG00000140464,2367.714041,2611.300465,376.0809173,1013.518754,654.4160339,2000.479046,2902.911959,800.2529085,3206.445141,563.8040663
GOLGA6A,ENSG00000159289,1.43802857,0,1.799430226,0.748536746,0.583258497,0.852355793,3.128137887,2.078578983,0,0
LOC283731,ENSG00000248540,4.314085711,0,0,1.497073491,1.166516994,1.704711586,0,4.157157966,0,1.789854179
ISLR2,ENSG00000167178,2.876057141,4.765146834,1.799430226,14.97073491,7.582360464,17.04711586,14.07662049,58.20021152,11.76677116,10.73912507
ISLR,ENSG00000129009,323.5564283,22.23735189,39.58746498,473.82376,137.6490053,474.7621767,89.15192978,444.1230427,207.3893417,141.3984801
STRA6,ENSG00000137868,33.7936714,9.530293668,3.598860452,5.23975722,6.999101967,19.60418324,20.33289627,4.850017627,100.0175549,0
CCDC33,ENSG00000140481,0,0,3.598860452,0,0.583258497,0,0,1.385719322,0,0
CYP11A1,ENSG00000140459,0,0,0,17.9648819,3.499550983,17.04711586,3.128137887,13.16433356,0,0
SEMA7A,ENSG00000138623,1004.462956,1585.205513,325.6968709,345.8239765,212.306093,1230.801765,1157.411018,737.895539,1792.961756,542.3258161
UBL7,ENSG00000138629,827.5854422,910.1430453,732.3681021,754.5250396,655.5825509,778.200839,778.9063339,681.7739064,978.1128527,828.7024847
ARID3B,ENSG00000179361,373.168414,401.8607163,496.6427424,583.8586616,425.778703,567.6689581,422.2986148,445.508762,644.230721,579.9127539
CLK3,ENSG00000179335,1262.589085,1753.574035,1991.96926,1751.575985,1722.945601,1501.850907,1842.473216,1828.456645,1525.267712,2036.854055
EDC3,ENSG00000179151,785.1635994,738.5977593,869.1247993,786.7121197,813.6456036,839.570456,821.1361954,708.1025736,700.122884,875.2386933
CYP1A1,ENSG00000140465,1.43802857,0,0,1.497073491,1.166516994,0,0,2.078578983,16.17931035,0
CYP1A2,ENSG00000140505,0,0,1.799430226,0,0.583258497,0,0,1.385719322,1.470846395,0
CSK,ENSG00000103653,3382.243197,3488.087483,2272.680376,2020.300677,2385.527254,2836.640079,3586.410088,2202.600862,3893.330408,2822.60004
LMAN1L,ENSG00000140506,0.719014285,1.588382278,17.99430226,10.47951444,12.83168694,4.261778965,0,11.08575458,0,25.0579585
CPLX3,ENSG00000213578,0,0,10.79658136,5.23975722,5.249326475,5.114134758,3.128137887,6.92859661,2.94169279,7.159416714
ULK3,ENSG00000140474,1090.025656,1515.316693,2368.050178,1602.617172,2061.818788,1146.418542,1312.253844,1357.312076,895.7454546,3531.382294
SCAMP2,ENSG00000140497,3268.63894,4093.261131,5094.18697,3024.088452,4632.822243,2245.105159,5006.584688,3593.863062,3072.598119,6040.757853
MPI,ENSG00000178802,948.3798421,1358.066848,1421.549879,1050.197054,1354.909489,869.4029088,1082.335709,858.45312,966.3460815,1394.296405
COX5A,ENSG00000178741,2374.18517,3230.769554,4010.929974,2829.468899,3772.51596,2038.835057,2915.424511,2907.239138,2040.06395,3518.853315
RPP25,ENSG00000178718,492.5247853,486.0449771,359.8860452,371.2742258,430.4447709,470.5003977,584.9617849,550.8234305,592.7510972,467.1519406
SCAMP5,ENSG00000198794,492.5247853,177.8988151,113.3641043,404.2098427,314.9595885,800.3620896,195.5086179,203.0078807,1388.478997,189.7245429
PPCDC,ENSG00000138621,533.5085996,406.6258632,329.2957314,426.665945,470.1063488,646.9380468,452.0159247,424.7229722,845.7366771,397.3476276
C15orf39,ENSG00000167173,1476.855342,1332.652731,1599.693471,1574.921313,1400.403652,1559.811101,2508.766585,1470.248201,3665.349216,1897.245429
GOLGA6C,ENSG00000167195,0,0,1.799430226,1.497073491,0.583258497,0,0,6.92859661,2.94169279,3.579708357
GOLGA6D,ENSG00000140478,0.719014285,0,1.799430226,5.988293965,0.583258497,0.852355793,0,0.692859661,0,1.789854179
COMMD4,ENSG00000140365,1002.305913,1037.213628,818.7407529,720.0923493,870.2216778,773.93906,938.4413661,764.9170658,808.9655173,846.6010265
NEIL1,ENSG00000140398,417.7472997,231.9038126,293.3071269,273.9644489,258.9667728,199.4512555,233.0462726,210.6293369,167.676489,356.1809815
MIR631,ENSG00000284343,8.628171422,3.176764556,14.39544181,8.982440948,11.08191145,10.22826952,7.820344718,2.771438644,14.70846395,8.949270893
MAN2C1,ENSG00000140400,1772.370213,1353.301701,2053.149888,2612.393242,2469.516477,1523.159802,1517.146875,2316.229847,1760.603135,2885.244936
SIN3A,ENSG00000169375,2476.285198,1826.63962,2371.649038,2616.884463,2509.178055,2470.127088,2156.851073,2453.41606,2093.01442,2176.462681
PTPN9,ENSG00000169410,1232.390485,1626.503453,2038.754446,1479.857146,1787.687294,1302.399652,1767.397906,1482.719675,1369.357994,2106.658368
SNUPN,ENSG00000169371,427.0944854,352.6208657,449.8575566,376.5139831,481.1882602,375.0365489,400.4016495,379.6870942,435.3705329,425.9852945
IMP3,ENSG00000177971,1149.703842,1164.28421,858.3282179,833.1213979,1010.786976,1180.512773,1051.05433,1139.754142,1195.798119,862.7097141
SNX33,ENSG00000173548,840.5276993,1572.498455,1443.143041,1061.425105,1336.828476,1065.444741,1305.997568,1001.87507,944.2833856,1621.607886
CSPG4,ENSG00000173546,481.0205568,184.2523443,48.58461611,218.5727297,188.9757531,919.6919006,342.5310986,416.4086563,642.7598746,96.65212564
MIR4313,ENSG00000284385,0,0,0,0.748536746,0,0,0,0,0,0
UBE2Q2,ENSG00000140367,1125.976371,965.7364251,901.5145433,1047.202907,822.9777396,1462.642541,863.3660568,918.0390508,1423.77931,1124.028424
FBXO22,ENSG00000167196,512.6571853,498.7520353,458.8547077,396.7244752,500.4357906,488.3998694,376.9406154,457.9802359,358.8865204,490.4200449
NRG4,ENSG00000169752,13.66127142,69.88882023,178.1435924,54.64318243,91.57158406,11.08062531,4.692206831,23.55722847,8.82507837,51.90577118
ETFA,ENSG00000140374,3245.630483,5367.143718,5441.477004,3818.28594,4215.792418,3447.779182,4043.118219,3649.291835,3177.028213,4213.316736
ISL2,ENSG00000159556,35.95071426,22.23735189,7.197720905,65.12269687,11.08191145,70.74553081,0,33.95012339,138.2595611,17.89854179
SCAPER,ENSG00000140386,704.6339994,570.2292378,836.7350552,1124.302192,757.6527879,795.2479548,538.0397166,759.3741885,811.9072101,690.8837129
RCN2,ENSG00000117906,798.8248708,756.0699644,683.783486,616.0457417,817.1451546,756.0395883,814.8799196,670.6881519,616.2846395,660.4561919
PSTPIP1,ENSG00000140368,247.3409141,243.0224885,143.9544181,285.1925001,135.8992299,477.319244,311.2497198,230.0294075,422.1329154,246.9998766
TSPAN3,ENSG00000140391,15166.88733,25666.66923,34118.99652,15429.58794,23361.83585,8455.369466,19234.91987,14448.89537,13097.88715,29534.3838
PEAK1,ENSG00000173517,3510.946754,3103.698971,5355.104353,3587.736622,4459.011211,3930.212561,3505.078502,3572.384412,2479.847022,3844.606776
HMG20A,ENSG00000140382,1100.091856,1261.175529,1641.080366,1443.927382,1527.554004,1195.002822,1063.566882,1195.182915,1273.752978,1329.861655
LINGO1,ENSG00000169783,23.72747141,11.11867595,70.17777882,68.11684385,132.3996789,71.59788661,9.384413661,35.33584271,35.30031348,100.231834
TBC1D2B,ENSG00000167202,3798.552468,6132.743976,2720.738502,2818.240847,2515.01064,2990.916477,2807.503754,2570.509342,2829.908464,2468.208912
SH2D7,ENSG00000183476,8.628171422,322.4416024,91.77094154,100.3039239,7.582360464,6.818846344,103.2285503,15.24291254,35.30031348,75.1738755
CIB2,ENSG00000136425,162.4972284,238.2573417,241.1236503,170.666378,198.3078891,248.0355357,212.7133763,218.9436529,201.5059561,417.0360236
IDH3A,ENSG00000166411,2287.903455,3562.74145,4557.956763,3194.006294,4944.282281,2345.683142,3628.639949,3206.554511,2412.188088,3298.701251
ACSBG1,ENSG00000103740,17.97535713,11.11867595,32.38974407,9.730977693,24.49685688,18.75182744,31.28137887,11.77861424,2.94169279,25.0579585
DNAJA4,ENSG00000140403,1465.351113,1831.404767,3399.123697,3858.706924,2576.252782,2447.113482,1628.19577,4712.138555,2790.195611,2840.498581
CRABP1,ENSG00000166426,1.43802857,0,0,2.994146983,0,0,0,1.385719322,0,12.52897925
IREB2,ENSG00000136381,1971.53717,2320.626508,3235.375547,2192.464128,3001.448227,2084.009914,2327.334588,2134.007756,2040.06395,2301.752474
PSMA4,ENSG00000041357,3291.647397,4593.601548,2503.007445,2106.382402,2894.711922,3136.669318,3542.616157,2673.745432,3977.168652,2086.969972
CHRNA5,ENSG00000169684,197.0099141,95.30293668,21.59316271,92.07001972,116.6516994,112.5109647,154.8428254,159.357722,75.01316615,102.0216882
CHRNA3,ENSG00000080644,28.04155712,15.88382278,44.98575566,48.65488847,17.49775492,25.57067379,3.128137887,20.09293017,2.94169279,121.7100841
CHRNB4,ENSG00000117971,0,0,0,0,0,0,0,0,0,1.789854179
LOC646938,ENSG00000290424,13.66127142,31.76764556,21.59316271,14.97073491,5.249326475,8.523557929,18.76882732,7.621456271,26.47523511,19.68839596
ADAMTS7,ENSG00000136378,114.3232713,38.12117467,21.59316271,175.9061352,67.65798568,405.7213574,139.202136,152.4291254,283.8733542,123.4999383
MORF4L1,ENSG00000185787,1353.903899,1588.382278,1401.756146,1386.290053,1174.099355,1655.27495,1331.022671,1082.93965,1607.63511,993.3690691
CTSH,ENSG00000103811,2513.673941,2531.881351,475.0495797,1662.500112,828.227066,4235.355935,2618.251412,1453.619569,6932.09906,528.0069827
RASGRF1,ENSG00000058335,38.10775711,30.17926328,3.598860452,12.72512468,18.08101341,81.82615612,26.58917204,22.86436881,51.47962383,10.73912507
MIR184,ENSG00000207695,0,0,0,0,0,0,0,0,0,0
ANKRD34C,ENSG00000235711,0,0,0,0,0,0,0,0,0,0
TMED3,ENSG00000166557,2710.683855,3132.289852,2009.963563,2682.755696,2722.067407,1919.505246,2635.45617,2332.858479,2453.371787,1975.999013
MTHFS,ENSG00000136371,360.2261569,322.4416024,183.5418831,289.6837206,352.2881323,302.5863065,275.2761341,234.1865654,438.3122257,277.4273977
ST20,ENSG00000180953,29.47958569,27.00249873,25.19202317,33.68415355,46.07742128,28.98009696,68.81903352,47.80731661,129.4344828,7.159416714
BCL2A1,ENSG00000140379,653.5839852,446.3354201,109.7652438,385.496424,126.5670939,1791.651877,1182.436121,512.7161491,8610.334796,246.9998766
ZFAND6,ENSG00000086666,1239.580628,1834.581531,1936.186923,1352.605899,1250.506218,1511.226821,1309.125706,1408.583691,1639.99373,1560.752844
FAH,ENSG00000103876,250.2169712,292.2623392,287.9088362,425.9174083,522.016355,247.18318,353.4795812,430.2658495,354.4739812,357.9708357
ARNT2,ENSG00000172379,105.6950999,131.8357291,55.78233701,175.9061352,168.5617057,236.1025546,157.9709633,147.5791078,513.3253919,98.44197982
IL16,ENSG00000172349,2803.436698,2174.495339,1076.059275,2083.9263,1054.531363,3041.205469,1671.989701,1750.163504,4224.270847,1082.861778
STARD5,ENSG00000172345,647.8318709,694.1230555,723.3709509,971.6006959,853.8904399,704.045885,688.1903352,813.417242,860.4451411,853.7604432
TMC3,ENSG00000188869,23.72747141,6.353529112,0,8.982440948,0.583258497,4.261778965,3.128137887,6.92859661,22.06269593,3.579708357
MEX3B,ENSG00000183496,47.45494282,12.70705822,28.79088362,133.9880775,60.65888371,105.6921183,57.87055091,142.7290902,108.8426332,68.01445879
UBE2Q2P2,ENSG00000291162,46.01691425,27.00249873,75.5760695,46.40927823,48.99371377,24.718318,32.84544781,19.40007051,26.47523511,62.64489625
GOLGA6L9,ENSG00000197978,55.36409996,65.1236734,154.7509995,119.0173426,71.15753666,43.47014544,34.40951676,68.59310644,25.00438872,130.659355
RPS17,ENSG00000182774,2297.969655,2069.662108,1531.315123,2798.778892,2211.132963,2137.708329,1662.605287,2981.375121,2078.305956,1927.67295
CPEB1,ENSG00000214575,1.43802857,1.588382278,1.799430226,41.91805776,5.249326475,46.87956861,6.256275774,26.32866712,1.470846395,3.579708357
AP3B2,ENSG00000103723,2.157042855,0,23.39259294,40.42098427,16.33123792,17.04711586,3.128137887,34.64298305,5.88338558,10.73912507
LOC338963,ENSG00000293439,0,0,0,0,0,0,0,0,0,0
SCARNA15,ENSG00000277864,5.033099996,0,1.799430226,5.23975722,0,5.114134758,0,0.692859661,0,7.159416714
FSD2,ENSG00000186628,4.314085711,0,0,2.245610237,4.666067978,1.704711586,0,0.692859661,8.82507837,0
WHAMM,ENSG00000156232,826.8664279,630.5877644,523.6341958,1115.319751,776.9003183,951.2290649,664.729301,797.4814698,838.3824452,791.1155469
HOMER2,ENSG00000103942,28.76057141,34.94441012,17.99430226,154.9471064,15.74797942,19.60418324,50.05020619,65.12880813,136.7887147,59.06518789
C15orf40,ENSG00000169609,279.6965569,298.6158683,345.4906034,226.8066339,319.6256565,229.2837083,236.1744105,199.5435824,194.1517241,445.6736905
BTBD1,ENSG00000064726,2064.290013,2936.918832,2990.653036,2920.790382,2785.059324,2537.463196,2665.17348,2873.289014,2218.036364,2393.035037
TM6SF1,ENSG00000136404,74.05847137,49.23985062,26.99145339,63.62562338,37.91180232,130.4104363,84.45972295,92.15033491,164.7347962,80.54343804
BNC1,ENSG00000169594,5.752114281,0,0,3.742683728,2.333033989,10.22826952,0,4.157157966,0,0
SH3GL3,ENSG00000140600,2.876057141,0,0,0,0,1.704711586,0,0.692859661,0,0
ADAMTSL3,ENSG00000156218,77.6535428,0,25.19202317,591.3440291,173.2277737,235.2501989,34.40951676,270.9081275,45.59623825,35.79708357
LOC440300,ENSG00000291211,63.99227138,28.590881,52.18347656,96.56124019,50.16023076,66.48375185,54.74241302,90.76461559,38.24200627,48.32606282
UBE2Q2P1,ENSG00000291027,58.2401571,33.35602784,23.39259294,84.58465226,66.49146868,55.40312654,68.81903352,65.8216678,119.138558,82.33329222
ZSCAN2,ENSG00000176371,237.2747141,184.2523443,250.1208014,273.2159122,219.305195,291.5056812,242.4306863,239.036583,307.4068966,338.2824398
WDR73,ENSG00000177082,585.9966424,555.9337973,592.0125444,472.3266865,572.1765858,474.7621767,405.0938564,464.2159729,510.3836991,513.6881493
NMB,ENSG00000197696,66.14931423,71.47720251,8.997151131,145.9646654,74.65708764,127.0010131,78.20344718,105.3146685,132.3761756,57.27533372
SEC11A,ENSG00000140612,1984.479427,2450.873855,2175.511143,1811.458924,2040.238223,1861.545052,2012.95673,1906.749787,1785.607524,1950.941055
ZNF592,ENSG00000166716,2017.554084,2069.662108,2870.091211,2037.517022,2194.218467,2291.984727,2549.432378,2090.357597,1945.929781,3168.041896
ALPK3,ENSG00000136383,448.6649139,92.12617213,61.18062769,273.9644489,115.4851824,322.1904897,344.0951676,209.9364773,714.831348,157.5071677
SLC28A1,ENSG00000156222,1.43802857,3.176764556,0,2.994146983,0,2.557067379,9.384413661,0,0,1.789854179
PDE8A,ENSG00000073417,1866.561084,2388.926946,5448.674725,3160.32214,4904.037445,1623.737786,2441.511621,2890.610506,1466.433856,4270.59207
AKAP13,ENSG00000170776,13320.45865,15092.80841,20182.40942,13029.77913,13647.66558,14072.39414,15829.94178,14332.49495,21830.30219,17637.22308
KLHL25,ENSG00000183655,591.0297424,574.9943847,489.4450215,820.3962732,572.7598443,722.7977124,509.8864756,760.0670481,528.0338558,696.2532755
MIR1276,ENSG00000221634,7.190142851,0,0,6.736830711,4.082809481,0,0,9.700035254,0,3.579708357
AGBL1,ENSG00000273540,5.752114281,12.70705822,10.79658136,3.742683728,2.333033989,0,1.564068944,2.078578983,0,10.73912507
LINC00052,ENSG00000259527,1.43802857,0,0,0,0,0,0,0,0,0
NTRK3,ENSG00000140538,37.38874283,0,3.598860452,7.485367457,3.499550983,17.04711586,1.564068944,33.25726373,5.88338558,12.52897925
MRPL46,ENSG00000259494,484.6156282,455.8657138,475.0495797,414.6893571,495.7697226,458.5674166,437.9393042,515.4875878,386.8326019,465.3620864
